11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11162	Paktia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
11170	Pakhtia	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
23566	Herat	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Takhar	AF
26321	Baghlan	AF
26602	Vardak	AF
27798	Helmand	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Vardak	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
25300	Ghazni	AF
29510	Ghowr	AF
31552	Hindukusch	AF
11559	Pakhtia	AF
11559	Pakhtia	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
39780	Hindu kush	AF
40735	England	AF
41297	Vardak	AF
31046	Vayots Dzor	AM
15331	Benguela	AO
17306	Bengo	AO
35655	Namibe	AO
36949	Cabinda	AO
45398	Namibe	AO
45398	Namibe	AO
40	Seymour Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
58	Alexander Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
145	Seymour Island	AQ
531	Seymour Island	AQ
800	Antarctic Peninsula	AQ
3968	Antarctic Peninsula	AQ
6485	Queen Alexandra	AQ
8473	Seymour Island	AQ
8473	Seymour Island	AQ
8473	Seymour Island	AQ
8473	Seymour Island	AQ
8473	Seymour Island	AQ
8990	King George Island	AQ
9012	Seymour Island	AQ
9012	Seymour Island	AQ
9012	Seymour Island	AQ
9012	Seymour Island	AQ
9012	Seymour Island	AQ
9018	James Ross Island	AQ
9018	James Ross Island	AQ
9019	King George Island	AQ
13335	Shetland Islands	AQ
13335	Shetland Islands	AQ
13797	Antarctic Peninsula	AQ
13797	Antarctic Peninsula	AQ
13797	Antarctic Peninsula	AQ
13797	Antarctic Peninsula	AQ
13797	Antarctic Peninsula	AQ
13797	Antarctic Peninsula	AQ
14457	Seymour Island	AQ
14457	Seymour Island	AQ
531	Seymour Island	AQ
531	Seymour Island	AQ
531	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
18284	Seymour Island	AQ
16420	Elsemere Island	AQ
16420	Elsemere Island	AQ
16420	Elsemere Island	AQ
34379	Seymour Island	AQ
34380	Seymour Island	AQ
34240	Seymour Island	AQ
35702	Victoria Land	AQ
39484	James Ross Island	AQ
43048	Seymour Island	AQ
19830	Seymore Island	AQ
45344	James Ross Island	AQ
46661	Ellsworth Land	AQ
128	Salta	AR
206	San Juan	AR
206	San Juan	AR
206	San Juan	AR
206	San Juan	AR
298	Neuquen	AR
298	Mendoza	AR
298	Nequen	AR
310	Rio Negro	AR
310	La Pampa	AR
310	Neuquen	AR
310	La Pampa	AR
310	La Pampa	AR
310	Mendoza	AR
310	Mendoza	AR
446	Chubut	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
642	Jujuy	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
849	Mendoza	AR
865	Mendoza	AR
865	Mendoza	AR
865	Mendoza	AR
865	San Juan	AR
865	Mendoza	AR
865	San Juan	AR
3974	Mendoza	AR
3974	Neuquen	AR
3974	Neuquen	AR
4208	Chubut	AR
4303	La Rioja	AR
35260	La Rioja	AR
4386	Salta	AR
4386	Salta	AR
17343	La Rioja	AR
17343	La Rioja	AR
4423	Neuquén	AR
6049	Salta	AR
11730	Salta	AR
6051	Río Negro	AR
16627	Neuquén	AR
6124	Entre Rios	AR
6118	San Juan	AR
6117	Buenos Aires	AR
6121	San Juan	AR
6134	Entre Rios	AR
6148	Salta	AR
6125	La Pampa	AR
6147	Chubut	AR
6147	Chubut	AR
6147	Chubut	AR
6147	Chubut	AR
6166	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6283	Buenos Aires	AR
6147	Chubut	AR
6192	Chubut	AR
6295	La Rioja	AR
6295	La Rioja	AR
6295	Jujuy	AR
6337	Mendoza	AR
6337	Mendoza	AR
6446	Santa Cruz	AR
6454	Salta	AR
6454	Salta	AR
5905	Neuquén	AR
6702	Chubut	AR
6971	San Juan	AR
6972	San Juan	AR
13927	Chubut	AR
7234	La Rioja	AR
36670	Chubut	AR
7278	La Rioja	AR
7376	Chubut	AR
17619	Chubut	AR
7545	Santa Cruz	AR
7545	Santa Cruz	AR
7590	Mendoza	AR
7716	General Pueyrredon	AR
7651	Mendoza	AR
7667	Neuquén	AR
7846	Neuquén	AR
7847	Río Negro	AR
14716	Neuquén	AR
17232	Neuquén	AR
7879	Chubut	AR
7879	Chubut	AR
7892	Neuquen	AR
8024	Chubut	AR
8117	Santa Cruz	AR
8178	Mendoza	AR
8119	Chubut	AR
8226	Neuquen	AR
8043	Santa Cruz	AR
8225	Mendoza	AR
8041	Santa Cruz	AR
8024	Chubut	AR
7959	Neuquen	AR
7969	Chubut	AR
8023	Chubut	AR
8224	Chubut	AR
8216	Santa Cruz	AR
8223	Mendoza	AR
8114	Santa Cruz	AR
8116	Neuquen	AR
7954	Chubut	AR
8114	Neuquen	AR
8024	Neuquen	AR
8224	Neuquen	AR
8115	Neuquen	AR
8114	San Juan	AR
8227	Santa Cruz	AR
7983	La Rioja	AR
8049	Santa Cruz	AR
8049	Chubut	AR
8049	Santa Cruz	AR
8049	Chubut	AR
8049	Buenos Aires	AR
8049	La Rioja	AR
8049	San Luis	AR
8049	Cordoba	AR
7978	Neuquen	AR
8145	Mendoza	AR
8145	Mendoza	AR
8022	San Juan	AR
8066	La Pampa	AR
8042	Neuquen	AR
8042	Neuquen	AR
8060	Mendoza	AR
7281	Río Negro	AR
8507	Rio Negro Territory	AR
8507	Rio Negro	AR
8507	Rio Negro	AR
8507	Santa Cruz	AR
8507	Santa Cruz	AR
8523	Chubut	AR
8630	Chubut	AR
8631	Santa Cruz	AR
8631	Santa Cruz	AR
8631	Santa Cruz	AR
8673	Rio Negro	AR
8631	Santa Cruz	AR
8631	Santa Cruz	AR
8631	Santa Cruz	AR
37144	La Rioja	AR
8721	Río Negro	AR
24864	Neuquén	AR
29110	Río Negro	AR
8859	Mendoza	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	San Juan	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Mendoza	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
3975	Neuquen	AR
