150.800000	140.200000	Jurassic-Cretaceous
0.3000	0.0114	Rancholabrean
1.8060	0.3000	Irvingtonian
3.6000	2.5880	Piacenzian
5.3320	3.6000	Zanclean
7.2460	5.3320	Messinian
11.6080	7.2460	Tortonian
13.6500	11.6080	Serravallian
15.9700	13.6500	Langhian
20.4300	15.9700	Burdigalian
23.0300	20.4300	Aquitanian
28.4000	23.0300	Chattian
33.9000	28.4000	Rupelian
33.3000	30.8000	Whitneyan
33.9000	33.3000	Orellan
37.2000	33.9000	Priabonian
37.2000	33.9000	Jacksonian
40.4000	37.2000	Bartonian
48.6000	40.4000	Lutetian
55.8000	48.6000	Ypresian
55.5000	50.5000	Wasatchian
56.0000	55.5000	Clarkforkian
58.7000	55.8000	Thanetian
65.5000	61.7000	Danian
65.5000	62.5000	Puercan
70.6000	65.5000	Maastrichtian
83.5000	70.6000	Campanian
85.8000	83.5000	Santonian
89.3000	85.8000	Coniacian
93.5000	89.3000	Turonian
99.6000	93.5000	Cenomanian
112.0000	99.6000	Albian
125.0000	112.0000	Aptian
130.0000	125.0000	Barremian
136.4000	130.0000	Hauterivian
140.2000	136.4000	Valanginian
145.5000	140.2000	Berriasian
150.8000	145.5000	Tithonian
155.7000	150.8000	Kimmeridgian
161.2000	155.7000	Oxfordian
164.7000	161.2000	Callovian
167.7000	164.7000	Bathonian
171.6000	167.7000	Bajocian
175.6000	171.6000	Aalenian
183.0000	175.6000	Toarcian
189.6000	183.0000	Pliensbachian
196.5000	189.6000	Sinemurian
199.6000	196.5000	Hettangian
203.6000	199.6000	Rhaetian
216.5000	203.6000	Norian
228.0000	216.5000	Carnian
237.0000	228.0000	Ladinian
245.0000	237.0000	Anisian
251.0000	245.0000	Scythian
249.7000	245.0000	Olenekian
251.0000	249.7000	Induan
260.4000	251.0000	Tatarian
260.4000	251.0000	Ochoan
270.6000	260.4000	Kazanian
275.6000	270.6000	Kungurian
280.0000	270.6000	Leonardian
284.4000	275.6000	Artinskian
299.0000	280.0000	Wolfcampian
294.6000	284.4000	Sakmarian
299.0000	294.6000	Asselian
303.9000	299.0000	Gzhelian
305.0000	299.0000	Virgilian
306.5000	303.9000	Kasimovian
306.5000	305.0000	Missourian
311.7000	306.5000	Moscovian
308.0000	306.5000	Desmoinian
311.7000	308.0000	Atokan
318.1000	311.7000	Bashkirian
318.1000	311.7000	Morrowan
326.4000	318.1000	Serpukhovian
333.0000	318.1000	Chesterian
345.3000	326.4000	Visean
340.0000	333.0000	Meramecian
348.0000	340.0000	Osagean
359.2000	345.3000	Tournaisian
359.2000	348.0000	Kinderhookian
374.5000	359.2000	Famennian
365.0000	359.2000	Conewangan
374.5000	365.0000	Cassadagan
388.0000	370.0000	Senecan
385.3000	374.5000	Frasnian
379.0000	374.5000	Chemungian
385.3000	379.0000	Fingerlakesian
391.8000	385.3000	Givetian
397.5000	385.3000	Cazenovian
391.8000	385.3000	Tioughniogan
397.5000	391.8000	Eifelian
397.5000	391.8000	Southwoodian
407.0000	397.5000	Emsian
416.0000	397.5000	Helderbergian
407.0000	397.5000	Sawkillian
407.0000	397.5000	Deerparkian
411.2000	407.0000	Siegenian
416.0000	411.2000	Gedinnian
421.3000	416.0000	Cayugan
426.2000	422.9000	Lockportian
443.7000	436.0000	Alexandrian
450.0000	443.7000	Ashgill
450.0000	445.6000	Richmondian
452.0000	450.0000	Maysvillian
460.9000	449.0000	Caradocian
460.9000	449.0000	Caradoc
453.5000	452.0000	Edenian
457.0000	453.5000	Shermanian
458.0000	457.0000	Kirkfield
459.0000	458.0000	Rocklandian
460.9000	459.0000	Blackriverian
464.0000	460.9000	Llandeilo
464.0000	460.9000	Chazyan
471.8000	464.0000	Whiterock
471.8000	464.0000	Llanvirnian
478.6000	471.8000	Arenigian
488.3000	478.6000	Tremadocian
492.5000	488.3000	Trempealeauan
496.8000	492.5000	Franconian
501.0000	496.8000	Dresbachian
251.0000	250.4000	Griesbachian
249.7000	247.4000	Smithian
247.4000	245.0000	Spathian
250.4000	249.7000	Dienerian
260.4000	253.8000	Dzhulfian
2.5880	1.8060	Gelasian
253.8000	251.0000	Changhsingian
260.4000	253.8000	Wuchiapingian
265.8000	260.4000	Capitanian
268.0000	265.8000	Wordian
270.6000	268.0000	Roadian
411.2000	407.0000	Pragian
416.0000	411.2000	Lochkovian
421.3000	418.7000	Ludfordian
422.9000	421.3000	Gorstian
426.2000	422.9000	Homerian
428.2000	426.2000	Sheinwoodian
436.0000	428.2000	Telychian
439.0000	436.0000	Aeronian
443.7000	439.0000	Rhuddanian
445.6000	443.7000	Hirnantian
455.8000	445.6000	Katian
460.9000	455.8000	Sandbian
468.1000	460.9000	Darriwilian
471.8000	468.1000	Dapingian
478.6000	471.8000	Floian
492.0000	488.3000	Stage 10
496.0000	492.0000	Stage 9
499.0000	496.0000	Paibian
503.0000	499.0000	Guzhangian
506.5000	503.0000	Drumian
510.0000	506.5000	Stage 5
515.0000	510.0000	Stage 4
521.0000	515.0000	Stage 3
528.0000	521.0000	Stage 2
542.0000	528.0000	Fortunian
61.7000	58.7000	Selandian
0.0117	0.0000	Holocene
2.5880	0.0117	Pleistocene
5.3320	2.5880	Pliocene
23.0300	5.3320	Miocene
33.9000	23.0300	Oligocene
55.8000	33.9000	Eocene
65.5000	55.8000	Paleocene
99.6000	65.5000	Late Cretaceous
145.5000	99.6000	Early Cretaceous
161.2000	145.5000	Late Jurassic
175.6000	161.2000	Middle Jurassic
199.6000	175.6000	Early Jurassic
228.0000	199.6000	Late Triassic
245.0000	228.0000	Middle Triassic
260.4000	251.0000	Late Permian
270.6000	260.4000	Guadalupian
299.0000	270.6000	Early Permian
318.1000	299.0000	Pennsylvanian
359.2000	318.1000	Mississippian
385.3000	359.2000	Late Devonian
397.5000	385.3000	Middle Devonian
416.0000	397.5000	Early Devonian
422.9000	416.0000	Late Silurian
418.7000	416.0000	Pridoli
422.9000	418.7000	Ludlow
428.2000	422.9000	Wenlock
443.7000	422.9000	Early Silurian
443.7000	428.2000	Llandovery
460.9000	443.7000	Late Ordovician
471.8000	460.9000	Middle Ordovician
488.3000	471.8000	Early Ordovician
501.0000	488.3000	Late Cambrian
513.0000	501.0000	Middle Cambrian
542.0000	513.0000	Early Cambrian
542.0000	513.0000	Waucoban
513.0000	501.0000	Albertan
146.0000	142.0000	Portlandian
326.4000	315.0000	Namurian
251.0000	245.0000	Early Triassic
1800.0000	1600.0000	Hudsonian
1400.0000	1300.0000	Elsonian
260.4000	251.0000	Lopingian
299.0000	270.6000	Cisuralian
499.0000	488.3000	Furongian
510.0000	499.0000	Epoch 3
521.0000	510.0000	Epoch 2
542.0000	521.0000	Terreneuvian
23.0300	2.5880	Neogene
65.5000	23.0300	Paleogene
145.5000	65.5000	Cretaceous
199.6000	145.5000	Jurassic
251.0000	199.6000	Triassic
299.0000	251.0000	Permian
359.2000	299.0000	Carboniferous
416.0000	359.2000	Devonian
443.7000	416.0000	Silurian
488.3000	443.7000	Ordovician
542.0000	488.3000	Cambrian
850.0000	542.0000	Hadrynian
2500.0000	1600.0000	Aphebian
1600.0000	1300.0000	Paleohelikian
1300.0000	850.0000	Neohelikian
2800.0000	2500.0000	Kenoran
635.0000	542.0000	Ediacaran
850.0000	635.0000	Cryogenian
1000.0000	850.0000	Tonian
1200.0000	1000.0000	Stenian
1400.0000	1200.0000	Ectasian
1600.0000	1400.0000	Calymmian
1800.0000	1600.0000	Statherian
2050.0000	1800.0000	Orosirian
2300.0000	2050.0000	Rhyacian
2500.0000	2300.0000	Siderian
65.5000	0.0000	Cenozoic
251.0000	65.5000	Mesozoic
542.0000	251.0000	Paleozoic
1000.0000	542.0000	Neoproterozoic
1600.0000	1000.0000	Mesoproterozoic
2500.0000	1600.0000	Paleoproterozoic
2800.0000	2500.0000	Neoarchean
3200.0000	2800.0000	Mesoarchean
3600.0000	3200.0000	Paleoarchean
4000.0000	3600.0000	Eoarchean
2500.0000	542.0000	Proterozoic
4000.0000	542.0000	Precambrian
4000.0000	2500.0000	Archean
542.0000	0.0000	Phanerozoic
1.8060	0.0781	Calabrian
0.7810	0.1260	Ionian
0.3000	0.0000	NN21
0.5000	0.3000	NN20
2.0000	0.5000	NN19
2.5000	2.0000	NN18
2.6000	2.5000	NN17
